generated_at_utc,all_bookmaker_rows,active_bookmaker_rows,selected_bookmaker_rows,configured_bookmakers,configured_bookmakers_found,configured_bookmakers_total,watchlist_rows,authenticated_calls_used,errors,latest_rate_limit_limit,latest_rate_limit_remaining,latest_rate_limit_reset
2026-06-04T14:41:48.657287+00:00,279,248,2,Bet365,1,1,6,1,0,,,
