snapshot_id,prediction_id,event_id,created_at_utc,github_run_number,github_run_id,github_sha,market_odds,fair_odds,probability,market_implied_probability,probability_edge,ev,is_candidate,signal_strength,rejection_reason
d8a8e2fb9d34024bdfdf,1e63a316578345cf188d,9a91806786d780f5,2026-05-10T17:37:48.796168+00:00,81,25635296032,44cb20b5dfeb6411ccc2387305628d4e62533c93,2.67,2.17,0.4611,0.37453183520599254,0.08656816479400747,0.2311,True,0.1303,
