generated_at_utc,github_run_number,github_run_id,github_run_attempt,github_sha,github_event_name,github_ref,scheduled_monitoring_enabled,schedule,expected_frequency_hours
2026-05-11T09:19:35.604595+00:00,232,25661426011,1,9b32185e40733efb4709eb8aab8bd61d11ec8cda,push,main,True,0 */12 * * *,12
