upcoming_fixtures,manual_template_rows,manual_odds_complete_rows,manual_odds_missing_rows,manual_forward_snapshot_rows,manual_odds_mode,manual_odds_is_blocker,ready_for_manual_forward_generation,automatic_forward_source_needed
604,604,0,604,0,optional_fallback_paused,False,False,True
