fixture_rows,source_counts,errors,dedupe_strategy
274,"{""football_data_fixtures_proxy"": 9, ""odds_api_io_events_bookmaker_filtered"": 254, ""odds_api_io_events_search"": 11}",0,date_normalized_home_away_prefer_odds_api_then_football_data
