avg_ev_win,avg_ev_loss,avg_signal_win,avg_signal_loss,avg_alignment_penalty_win,avg_alignment_penalty_loss,roi_total,avg_roi
0.0535,0.3859,0.0,0.0,0.0,0.0,-1.8,-0.0095
