snapshot_id,prediction_id,fixture_id,match_date,match_time,home_team,away_team,league,sample_phase,source_name,source_type,source_quality,selection,market_odds,fair_odds,probability,market_implied_probability,probability_edge,ev,match_confidence
02bf863464a3274cb2b8,fa690fbbe366d618a837,fd_P1_2026-05-11_Rio_Ave_Sp_Lisbon,2026-05-11,20:15,Rio Ave,Sp Lisbon,P1,automatic_forward_price_proxy,football_data_average_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,away,1.23,2.87,0.3488,0.813008,-0.464208,-0.570976,1.0
6a7256860b097815b21f,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_bet365_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,home,2.05,2.65,0.3772,0.487805,-0.110605,-0.22674,1.0
73199c5cc583bd97f8b9,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_bet365_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,draw,3.4,3.65,0.274,0.294118,-0.020118,-0.0684,1.0
ad75aa9a590025a43b00,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_bet365_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,away,3.5,2.87,0.3488,0.285714,0.063086,0.2208,1.0
b87d996d6967794c5306,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_max_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,home,2.12,2.65,0.3772,0.471698,-0.094498,-0.200336,1.0
0d94aee93d9e99f396a3,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_max_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,draw,3.4,3.65,0.274,0.294118,-0.020118,-0.0684,1.0
6e3d208152d286f8433a,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_max_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,away,3.75,2.87,0.3488,0.266667,0.082133,0.308,1.0
bd85f2fcfc64fa8e56db,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_average_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,home,2.04,2.65,0.3772,0.490196,-0.112996,-0.230512,1.0
6019917690abb8323ac9,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_average_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,draw,3.26,3.65,0.274,0.306748,-0.032748,-0.10676,1.0
a84df2e9840e37d4dce7,d766cb02638d70eed22e,fd_P1_2026-05-11_Santa_Clara_Nacional,2026-05-11,20:15,Santa Clara,Nacional,P1,automatic_forward_price_proxy,football_data_average_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,away,3.44,2.87,0.3488,0.290698,0.058102,0.199872,1.0
09275d41575c3ad5631b,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_bet365_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,home,1.86,2.65,0.3772,0.537634,-0.160434,-0.298408,1.0
dfa563dbdcfad05f02f1,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_bet365_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,draw,3.4,3.65,0.274,0.294118,-0.020118,-0.0684,1.0
58005c47e431e4845990,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_bet365_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,away,4.1,2.87,0.3488,0.243902,0.104898,0.43008,1.0
7b539d01d0e18fd4c777,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_max_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,home,2.0,2.65,0.3772,0.5,-0.1228,-0.2456,1.0
d257ebc47bf33381302e,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_max_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,draw,3.6,3.65,0.274,0.277778,-0.003778,-0.0136,1.0
0d3cdba11bf75ce841b6,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_max_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,away,4.1,2.87,0.3488,0.243902,0.104898,0.43008,1.0
ea7e09b3aede50c66b3c,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_average_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,home,1.91,2.65,0.3772,0.52356,-0.14636,-0.279548,1.0
fbdcbf30fe817098cecb,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_average_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,draw,3.38,3.65,0.274,0.295858,-0.021858,-0.07388,1.0
4c64c37f2f8a2fc5c7bb,000d2cafec9775046209,fd_P1_2026-05-11_Tondela_Moreirense,2026-05-11,20:15,Tondela,Moreirense,P1,automatic_forward_price_proxy,football_data_average_market_proxy,delayed_market_proxy,free_delayed_fixture_odds_proxy,away,3.75,2.87,0.3488,0.266667,0.082133,0.308,1.0
