overall_project_stage,forward_predictions,value_snapshots,positive_ev_rows,proxy_observation_rows,valid_forward_log_rows,deduped_forward_log_rows,duplicate_forward_log_rows,settled_forward_rows,fresh_api_match_coverage_rate,matches_with_fresh_api_price,accuracy,avg_brier_score,real_money_ready,next_goal
proxy_paper_testing_started,300,138,64,25,973,776,197,0,0.15,45,,,False,"Increase fresh API price coverage carefully, use deduped paper-test counts, settle forward rows, and improve model-covered league filtering."
