raw_files_scanned,events_seen_in_raw_odds,market_rows_seen,unique_bookmakers,unique_market_names,bet365_market_rows,market_type_counts,bet365_market_type_counts,recommended_next_market,sports_expansion_recommendation
22,110,2738,2,50,2618,"{'Goals total / Over-Under': 863, 'Other / Unknown': 699, 'Handicap / Spread': 532, 'Both teams to score': 192, '1X2 / Match result': 123, 'Half-time / Period': 113, 'Double chance': 108, 'Correct score': 108}","{'Goals total / Over-Under': 806, 'Other / Unknown': 699, 'Handicap / Spread': 482, 'Both teams to score': 192, 'Half-time / Period': 113, '1X2 / Match result': 110, 'Double chance': 108, 'Correct score': 108}",Over/Under 2.5 if present in Bet365 raw market inventory; otherwise continue inventory only.,Do not activate new sports yet. Inventory only; build separate model per sport first.
