upcoming_fixture_rows,fixture_team_rows_checked,fixture_team_rows_unmatched,ready_for_model_fixture_join,historical_market_proxy_rows,manual_forward_rows,configured_forward_sources,enabled_forward_sources,automatic_forward_price_rows,odds_api_io_price_rows,football_data_price_rows,has_upcoming_fixtures,has_automatic_forward_odds,has_historical_market_proxy,manual_fallback_mode,automatic_forward_status,blocker,next_development_step
327,654,638,False,30,0,2,2,65,56,9,True,True,True,parked_optional_fallback,automatic_forward_not_ready,fixture_model_team_matching_incomplete,add_team_aliases_for_upcoming_fixtures
