prediction_id,fixture_id,match_date,home_team,away_team,predicted_selection,predicted_probability,actual_selection,is_correct,brier_score,settlement_status
a34fb57cd5c2b5199b69,2267431,2026-05-11,Tottenham Hotspur,Leeds United,home,0.4257,,,,unsettled
