fixture_id,league,league_id,season,match_date,match_time,home_team,away_team,source,fetched_at_utc,event_status
odds_api_io_71474746,paraguay-primera-division-reserve-apertura,paraguay-primera-division-reserve-apertura,upcoming,2026-05-14,19:00,Sportivo Trinidense,Deportivo Recoleta Reserve,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71242310,england-league-one,england-league-one,upcoming,2026-05-14,19:00,Bradford City FC,Bolton Wanderers,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71474744,paraguay-primera-division-reserve-apertura,paraguay-primera-division-reserve-apertura,upcoming,2026-05-14,19:00,Sportivo Luqueno,Guarani Asuncion,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61624656,spain-laliga,spain-laliga,upcoming,2026-05-14,19:30,Real Madrid,Real Oviedo,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71426252,paraguay-segunda-division,paraguay-segunda-division,upcoming,2026-05-14,20:00,Club 3 De Noviembre,Deportivo Capiata,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68042486,paraguay-division-de-honor-apertura,paraguay-division-de-honor-apertura,upcoming,2026-05-14,20:00,Libertad Asuncion,CS 2 de Mayo,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_69880380,ecuador-serie-b,ecuador-serie-b,upcoming,2026-05-14,20:30,Vinotinto FC Ecuador,Club Deportivo Cuenca Juniors,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71128218,brazil-paulista-women,brazil-paulista-women,upcoming,2026-05-14,20:30,Red Bull Bragantino SP,SC Corinthians SP,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70401294,brazil-copa-do-brasil,brazil-copa-do-brasil,upcoming,2026-05-14,21:00,Chapecoense SC,Botafogo FR RJ,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71475334,colombia-primera-b,colombia-primera-b,upcoming,2026-05-14,22:00,Tigres FC,Envigado FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70401302,brazil-copa-do-brasil,brazil-copa-do-brasil,upcoming,2026-05-14,22:00,AD Confianca SE,Gremio FB Porto Alegrense RS,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70401306,brazil-copa-do-brasil,brazil-copa-do-brasil,upcoming,2026-05-14,22:00,AC Goianiense GO,CA Paranaense PR,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70401290,brazil-copa-do-brasil,brazil-copa-do-brasil,upcoming,2026-05-14,22:30,SC Corinthians SP,Barra FC SC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71426254,paraguay-segunda-division,paraguay-segunda-division,upcoming,2026-05-14,22:30,Club Fernando de La Mora,Independiente Campo Grande,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71128220,brazil-paulista-women,brazil-paulista-women,upcoming,2026-05-14,22:30,Santos FC SP,SE Palmeiras SP,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70401298,brazil-copa-do-brasil,brazil-copa-do-brasil,upcoming,2026-05-14,23:00,CR Brasil AL,Fortaleza EC CE,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70379168,bolivia-division-profesional,bolivia-division-profesional,upcoming,2026-05-15,00:00,Oriente Petrolero,Guabira Montero,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70401304,brazil-copa-do-brasil,brazil-copa-do-brasil,upcoming,2026-05-15,00:30,EC Vitoria BA,CR Flamengo RJ,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71475330,colombia-primera-b,colombia-primera-b,upcoming,2026-05-15,00:45,Deportes Quindio,Internacional FC De Palmira,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71451454,panama-liga-prom,panama-liga-prom,upcoming,2026-05-15,01:00,Udelas FC,CD Universitario II,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71450704,mexico-liga-mx-clausura,mexico-liga-mx-clausura,upcoming,2026-05-15,01:00,CF Pachuca,Pumas UNAM,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71452804,el-salvador-primera-division-clausura,el-salvador-primera-division-clausura,upcoming,2026-05-15,01:30,Municipal Limeno,CD FAS Santa Ana,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68160934,australia-u23-victoria-premier-league-1,australia-u23-victoria-premier-league-1,upcoming,2026-05-15,08:15,Melbourne Knights FC,Eltham Redbacks FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68160922,australia-u23-victoria-premier-league-1,australia-u23-victoria-premier-league-1,upcoming,2026-05-15,08:15,Northcote City FC,FC Bulleen Lions,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68162372,australia-victoria-npl-women,australia-victoria-npl-women,upcoming,2026-05-15,08:15,Bentleigh Greens SC,Heidelberg United FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67905668,australia-u23-queensland-premier-league-1,australia-u23-queensland-premier-league-1,upcoming,2026-05-15,08:30,Logan Lightning,Redlands United,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67905666,australia-u23-queensland-premier-league-1,australia-u23-queensland-premier-league-1,upcoming,2026-05-15,08:30,Caboolture Sports FC,North Star,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67878238,australia-queensland-npl,australia-queensland-npl,upcoming,2026-05-15,09:15,Brisbane Roar FC,Lions FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67878230,australia-queensland-npl,australia-queensland-npl,upcoming,2026-05-15,09:30,Peninsula Power FC,Gold Coast Knights,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68161886,australia-victoria-premier-league-2,australia-victoria-premier-league-2,upcoming,2026-05-15,09:30,Nunawading City,Whittlesea United SC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67878228,australia-queensland-npl,australia-queensland-npl,upcoming,2026-05-15,09:30,Wynnum Wolves FC,Eastern Suburbs FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71240192,australia-a-league,australia-a-league,upcoming,2026-05-15,09:35,Adelaide United FC,Auckland FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68160142,australia-victoria-npl,australia-victoria-npl,upcoming,2026-05-15,09:45,Dandenong City SC,Oakleigh Cannons,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68161694,australia-victoria-premier-league-2,australia-victoria-premier-league-2,upcoming,2026-05-15,09:45,Kingston City FC,Eastern Lions SC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70090086,india-i-league-2,india-i-league-2,upcoming,2026-05-15,10:00,Myj-Gmsc,FC Bengaluru United,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68161704,australia-victoria-premier-league-2,australia-victoria-premier-league-2,upcoming,2026-05-15,10:00,Werribee City FC,Malvern City FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70926670,ethiopia-premier-league,ethiopia-premier-league,upcoming,2026-05-15,10:00,Mekelle 70 Enderta FC,Ethiopian Medhin,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67807822,australia-northern-nsw-premier-league-women,australia-northern-nsw-premier-league-women,upcoming,2026-05-15,10:00,Broadmeadow Magic FC,Newcastle Olympic FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67807380,australia-northern-nsw-npl,australia-northern-nsw-npl,upcoming,2026-05-15,10:00,Maitland FC,Cooks Hill United,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67692234,australia-nsw-league-two,australia-nsw-league-two,upcoming,2026-05-15,10:00,Central Coast United FC,Inner West Hawks FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67691592,australia-nsw-league-one,australia-nsw-league-one,upcoming,2026-05-15,10:00,Hurstville FC,Prospect United,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70090088,india-i-league-2,india-i-league-2,upcoming,2026-05-15,10:00,United Sports Club,Delhi FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67691594,australia-nsw-league-one,australia-nsw-league-one,upcoming,2026-05-15,10:15,Blacktown Spartans,Bull FC Academy,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67903672,australia-queensland-premier-league-1,australia-queensland-premier-league-1,upcoming,2026-05-15,10:30,Caboolture FC,North Star FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67903674,australia-queensland-premier-league-1,australia-queensland-premier-league-1,upcoming,2026-05-15,10:30,Logan Lightning,Redlands United FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68161696,australia-victoria-premier-league-2,australia-victoria-premier-league-2,upcoming,2026-05-15,10:30,Essendon Royals SC,Moreland City FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68160550,australia-victoria-premier-league-1,australia-victoria-premier-league-1,upcoming,2026-05-15,10:30,Northcote City,FC Bulleen Lions,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68160562,australia-victoria-premier-league-1,australia-victoria-premier-league-1,upcoming,2026-05-15,10:30,Melbourne Knights,Eltham Redbacks FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68160146,australia-victoria-npl,australia-victoria-npl,upcoming,2026-05-15,10:30,Bentleigh Greens,Heidelberg United FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_69767360,australia-npl-western-australia-women,australia-npl-western-australia-women,upcoming,2026-05-15,11:00,Balcatta FC,Fremantle City FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68995142,china-chinese-super-league,china-chinese-super-league,upcoming,2026-05-15,11:35,Henan,Shenzhen Peng City,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68995140,china-chinese-super-league,china-chinese-super-league,upcoming,2026-05-15,11:35,Shanghai Port FC,Zhejiang FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68995144,china-chinese-super-league,china-chinese-super-league,upcoming,2026-05-15,11:35,Tianjin Jinmen Tiger,Chengdu Rongcheng,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68995148,china-chinese-super-league,china-chinese-super-league,upcoming,2026-05-15,12:00,Dalian Yingbo FC,Qingdao West Coast FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67343112,hungary-u19-national,hungary-u19-national,upcoming,2026-05-15,12:00,Ferencvarosi TC,Illes Akademia,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68995146,china-chinese-super-league,china-chinese-super-league,upcoming,2026-05-15,12:00,Beijing Guoan,Qingdao Hainiu FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68042490,paraguay-division-de-honor-apertura,paraguay-division-de-honor-apertura,upcoming,2026-05-15,12:30,Club Olimpia,Recoleta FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70926672,ethiopia-premier-league,ethiopia-premier-league,upcoming,2026-05-15,13:00,Dire Dawa Kenema,Bahir Dar Kenema FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70962958,india-i-league,india-i-league,upcoming,2026-05-15,13:00,Shillong Lajong FC,Rajasthan United,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71056744,hungary-nb-i-women,hungary-nb-i-women,upcoming,2026-05-15,13:00,ETO FC Gyor,Pecsi MFC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_63185777,azerbaijan-premier-league,azerbaijan-premier-league,upcoming,2026-05-15,13:00,FK Karvan Yevlakh,Gabala FK,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70556720,india-indian-super-league,india-indian-super-league,upcoming,2026-05-15,14:00,Mohammedan SC,Mumbai City,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61677914,slovakia-2-liga,slovakia-2-liga,upcoming,2026-05-15,15:00,MSK Zilina B,Slavia Tu Kosice,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61677922,slovakia-2-liga,slovakia-2-liga,upcoming,2026-05-15,15:00,MSK Puchov,MSK Povazska Bystrica,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68492520,latvia-virsliga,latvia-virsliga,upcoming,2026-05-15,15:00,Grobinas SC/LFS,FK Tukums 2000/TSS,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61467289,poland-ii-liga,poland-ii-liga,upcoming,2026-05-15,15:00,LKS Lodz II,Unia Skierniewice,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_66606306,czechia-divize-b,czechia-divize-b,upcoming,2026-05-15,15:30,FC Viktoria Marianske Lazne,FC Chomutov,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_63185771,azerbaijan-premier-league,azerbaijan-premier-league,upcoming,2026-05-15,15:30,Araz Nakhchivan PFK,FK Kapaz,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61272923,hungary-nb-i,hungary-nb-i,upcoming,2026-05-15,15:45,Nyiregyhaza Spartacus FC,Kazincbarcikai SC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71343370,cyprus-1st-division,cyprus-1st-division,upcoming,2026-05-15,16:00,Ethnikos Achnas FC,Omonia Aradippou,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71343372,cyprus-1st-division,cyprus-1st-division,upcoming,2026-05-15,16:00,Olympiakos Nicosia,Anorthosis Famagusta,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71343380,cyprus-1st-division,cyprus-1st-division,upcoming,2026-05-15,16:00,Akritas Chlorakas,AEL Limassol,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61062327,poland-ekstraklasa,poland-ekstraklasa,upcoming,2026-05-15,16:00,Zaglebie Lubin,Pogon Szczecin,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70224432,georgia-erovnuli-liga,georgia-erovnuli-liga,upcoming,2026-05-15,16:00,FC Torpedo Kutaisi,FC Dila Gori,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67017922,norway-1st-division,norway-1st-division,upcoming,2026-05-15,16:00,Sandnes Ulf,Egersunds IK,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61286597,croatia-hnl,croatia-hnl,upcoming,2026-05-15,16:00,HNK Vukovar 1991,NK Varazdin,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_63004417,poland-i-liga,poland-i-liga,upcoming,2026-05-15,16:00,Pogon Siedlce,FKS Stal Mielec,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70317950,denmark-1-division,denmark-1-division,upcoming,2026-05-15,16:00,Kolding IF,Lyngby BK,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70654944,finland-kolmonen,finland-kolmonen,upcoming,2026-05-15,16:15,Etela-Espoon Pallo,Mps,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_64055883,saudi-arabia-saudi-pro-league,saudi-arabia-saudi-pro-league,upcoming,2026-05-15,16:15,Damac FC,Al-Fayha FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70684182,finland-kolmonen,finland-kolmonen,upcoming,2026-05-15,16:30,Valtti,FC Kontu,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61730242,turkiye-super-lig,turkiye-super-lig,upcoming,2026-05-15,17:00,Caykur Rizespor,Besiktas Istanbul,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61732308,portugal-liga-portugal-2,portugal-liga-portugal-2,upcoming,2026-05-15,17:00,FC Porto B,SL Benfica B,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61466363,austria-amateur-regionalliga-centre,austria-amateur-regionalliga-centre,upcoming,2026-05-15,17:00,SV Lafnitz,ASK Voitsberg,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61466367,austria-amateur-regionalliga-centre,austria-amateur-regionalliga-centre,upcoming,2026-05-15,17:00,FC Gleisdorf 09,USV St. Anna am Aigen,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61466373,austria-amateur-regionalliga-centre,austria-amateur-regionalliga-centre,upcoming,2026-05-15,17:00,Union Gurten,ASKO Oedt,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61466375,austria-amateur-regionalliga-centre,austria-amateur-regionalliga-centre,upcoming,2026-05-15,17:00,SC Weiz,SV Ried II,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71457436,malta-premier-league,malta-premier-league,upcoming,2026-05-15,17:00,Valletta FC,Hamrun Spartans FC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61902040,austria-amateur-steiermark-landesliga,austria-amateur-steiermark-landesliga,upcoming,2026-05-15,17:00,Fehring 1947,SV Allerheiligen,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61911550,austria-amateur-wien-wiener-stadtliga,austria-amateur-wien-wiener-stadtliga,upcoming,2026-05-15,17:00,SV Schwechat,FC Stadlau,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62274214,austria-amateur-regionalliga-ost,austria-amateur-regionalliga-ost,upcoming,2026-05-15,17:00,Union Mauer,SV Leobendorf,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_67919262,norway-3rd-division-group-1,norway-3rd-division-group-1,upcoming,2026-05-15,17:00,KFUM 2,Valerenga IF 2,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68320176,sweden-division-2-promotion-playoffs,sweden-division-2-promotion-playoffs,upcoming,2026-05-15,17:00,Husqvarna FF,IK Tord,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68954832,lithuania-a-lyga,lithuania-a-lyga,upcoming,2026-05-15,17:00,FK Riteriai,FK Panevezys,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71380914,turkiye-1-lig,turkiye-1-lig,upcoming,2026-05-15,17:00,Corum FK,Bodrum FK,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_70318290,denmark-1-division,denmark-1-division,upcoming,2026-05-15,17:00,B93 Copenhagen,Aalborg BK,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62274210,austria-amateur-regionalliga-ost,austria-amateur-regionalliga-ost,upcoming,2026-05-15,17:10,Favoritner AC,SC Neusiedl am See 1919,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61894048,austria-amateur-burgenland-burgenlandliga,austria-amateur-burgenland-burgenlandliga,upcoming,2026-05-15,17:30,ASV Siegendorf,SC Oberpullendorf,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62117360,france-national,france-national,upcoming,2026-05-15,17:30,SC Aubagne Air Bel,SM Caen,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62117364,france-national,france-national,upcoming,2026-05-15,17:30,US Concarneau,FC Villefranche Beaujolais,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62117366,france-national,france-national,upcoming,2026-05-15,17:30,Dijon FCO,US Orleans,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62117368,france-national,france-national,upcoming,2026-05-15,17:30,FC Fleury 91,FC Rouen,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62117370,france-national,france-national,upcoming,2026-05-15,17:30,Sochaux-Montbeliard,Le Puy Foot 43 Auvergne,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62117372,france-national,france-national,upcoming,2026-05-15,17:30,Quevilly-Rouen Metropole,Paris 13 Atletico,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62117374,france-national,france-national,upcoming,2026-05-15,17:30,Valenciennes FC,LB Chateauroux,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62117376,france-national,france-national,upcoming,2026-05-15,17:30,FC Versailles 78,Stade Briochin,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62274206,austria-amateur-regionalliga-ost,austria-amateur-regionalliga-ost,upcoming,2026-05-15,17:30,Kremser SC,TWL Elektra,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62274208,austria-amateur-regionalliga-ost,austria-amateur-regionalliga-ost,upcoming,2026-05-15,17:30,Wiener Sport-Club,SV Oberwart,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62274212,austria-amateur-regionalliga-ost,austria-amateur-regionalliga-ost,upcoming,2026-05-15,17:30,SV Donau,FCM Traiskirchen,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68320178,sweden-division-2-promotion-playoffs,sweden-division-2-promotion-playoffs,upcoming,2026-05-15,17:30,IFK Skovde FK,Vanersborgs IF,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62759123,belgium-u21-pro-league,belgium-u21-pro-league,upcoming,2026-05-15,18:00,K Beerschot VA,Jeugd RWDM Brussels,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62759125,belgium-u21-pro-league,belgium-u21-pro-league,upcoming,2026-05-15,18:00,Jeugd Lierse Kempenzonen,Jeugd Lommel SK,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62759129,belgium-u21-pro-league,belgium-u21-pro-league,upcoming,2026-05-15,18:00,Jeugd Patro Eisden Maasmechelen,RAAL La Louviere,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_62759131,belgium-u21-pro-league,belgium-u21-pro-league,upcoming,2026-05-15,18:00,RFC Liege,KVC Westerlo,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_63311745,belgium-u21-pro-league,belgium-u21-pro-league,upcoming,2026-05-15,18:00,Olympic Club De Charleroi,Jeugd KV Kortrijk,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61732302,portugal-liga-portugal-2,portugal-liga-portugal-2,upcoming,2026-05-15,18:00,Maritimo Madeira,GD Chaves,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71401180,italy-serie-b,italy-serie-b,upcoming,2026-05-15,18:00,SSC Bari,FC Sudtirol Bolzano,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_64055881,saudi-arabia-saudi-pro-league,saudi-arabia-saudi-pro-league,upcoming,2026-05-15,18:00,Al-Taawoun FC,Al-Riyadh SC,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_68377560,sweden-division-2-promotion-playoffs,sweden-division-2-promotion-playoffs,upcoming,2026-05-15,18:00,Raagsveds IF,FOC Farsta,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_61272931,hungary-nb-i,hungary-nb-i,upcoming,2026-05-15,18:00,Puskas Akademia FC Felcsut,MTK Budapest,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_71242320,england-league-two,england-league-two,upcoming,2026-05-15,18:15,Salford City,Grimsby Town,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_66627412,switzerland-challenge-league,switzerland-challenge-league,upcoming,2026-05-15,18:15,FC Wil 1900,FC Vaduz,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_66627490,switzerland-challenge-league,switzerland-challenge-league,upcoming,2026-05-15,18:15,Stade Lausanne Ouchy,Neuchatel Xamax,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
odds_api_io_66627492,switzerland-challenge-league,switzerland-challenge-league,upcoming,2026-05-15,18:15,FC Rapperswil-Jona,FC Stade Nyonnais,odds_api_io_events_bookmaker_filtered,2026-05-14T02:30:51.920419+00:00,pending
