reports_checked,reports_available,includes_project_goal_readiness,includes_football_data_upcoming_odds,includes_automatic_forward_source,includes_automatic_forward_value_snapshots,includes_proxy_candidate_observations,includes_proxy_observation_quality,includes_forward_fixture_predictions,includes_forward_fixture_prediction_log,includes_forward_fixture_results,includes_forward_probability_calibration,includes_forward_input_status,includes_upcoming_fixtures,includes_manual_odds_template,includes_manual_odds_instructions,includes_manual_forward_snapshots,includes_paper_test_log_status,includes_paper_test_picks,includes_probability_calibration_layer,includes_probability_calibration_impact,includes_clv_band_report,includes_signal_suppression_rules,includes_rule_action_summary,includes_phase_performance
33,33,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
