enabled,calls_used,max_calls,max_discovery_calls,max_events,events_max_pages,events_lookahead_days,events_bookmaker,max_price_events,min_event_match_confidence,discovery_mode,query_source,events_discovery_rows,search_fallback_used,search_queries_used,selected_event_ids,multi_odds_attempted,multi_odds_skipped_reason,fixture_rows,event_selection_diagnostic_rows,selected_event_rows,priced_event_rows,price_rows,errors,bookmakers_param_mode,bookmakers_requested,odds_endpoint_mode,odds_parse_mode,selected_bookmakers,selected_markets,rate_limit_header_rows,latest_rate_limit_limit,latest_rate_limit_remaining,latest_rate_limit_reset,latest_retry_after,source_quality
True,3,14,13,180,6,14,Bet365,80,0.72,bookmaker_filtered_events_then_search_fallback_then_reserved_multi_odds,forward_fixture_predictions,335,False,,"69091194, 69460634, 70343232, 69460626, 69342886, 69342884, 71234490, 69342878, 71505358, 71704136, 69880354, 69342882, 69880352, 69880348, 69342890, 71709420, 71704158, 71685284, 71685282, 71685286, 69342888, 70684208, 71704428, 68538268, 69924684, 69924686, 71737390, 71577916, 68774164, 67912706, 69924124, 71530440, 71544082, 67149486, 62274242, 70655020, 69923700, 71401844, 70663592, 71685288, 68158840, 68158856, 68158836, 68158844, 68158842, 71668632, 71729572, 68751826, 71769326, 71602082, 71585136, 71704432, 69829492, 71615192, 71615270, 71562582, 71705028, 71705030, 71615688, 71615454, 68158832, 70075878, 70075876, 71355212, 71762788, 69091202, 69091204, 69091206, 71517962, 70075106, 70075754, 70075108, 70075756, 71705032, 69091222, 68989156, 67693568, 67905690, 68160578, 68160192",True,,332,23640,80,10,10,70,explicit_selected_bookmakers,Bet365,multi_event_documented_endpoint,bookmakers_market_odds_schema,Bet365,ML,3,100,57,2026-05-28T02:57:51Z,,free_api_market_proxy_capped_multi_call
