fixture_id,match_date,match_time,side,source_team,normalized_source_team,matched_model_team,match_type,suggested_model_team
odds_api_io_68664086,2026-06-06,09:00,away_team,Cong An Tp Ho Chi Minh City FC,cong an tp ho chi minh city,,unmatched,
odds_api_io_71717826,2026-06-06,07:00,home_team,Urawa Red Diamonds,urawa red diamonds,,unmatched,
odds_api_io_71717826,2026-06-06,07:00,away_team,Fagiano Okayama,fagiano okayama,,unmatched,
odds_api_io_71774154,2026-06-06,01:00,home_team,Vietnam,vietnam,,unmatched,
odds_api_io_71774154,2026-06-06,01:00,away_team,Lebanon,lebanon,,unmatched,
odds_api_io_68664090,2026-06-06,09:00,home_team,Xuan Thien Phu Tho FC,xuan thien phu tho,,unmatched,
odds_api_io_68664090,2026-06-06,09:00,away_team,Truong Tuoi Dong Nai FC,truong tuoi dong nai,,unmatched,
odds_api_io_71803454,2026-06-07,06:00,home_team,Bahrain,bahrain,,unmatched,
odds_api_io_71803454,2026-06-07,06:00,away_team,Japan,japan,,unmatched,
odds_api_io_68883344,2026-06-07,00:00,home_team,Germany,germany,,unmatched,
odds_api_io_68883344,2026-06-07,00:00,away_team,Japan,japan,,unmatched,
odds_api_io_71774170,2026-06-07,10:00,home_team,Kazakhstan,kazakhstan,,unmatched,
odds_api_io_71774170,2026-06-07,10:00,away_team,Indonesia,indonesia,,unmatched,
odds_api_io_71774164,2026-06-07,01:00,home_team,Vietnam,vietnam,,unmatched,
odds_api_io_71774164,2026-06-07,01:00,away_team,"Hong Kong, China",hong kong china,,unmatched,
