fixture_id,match_date,match_time,home_team,away_team,home_score,away_score,result_status,result_source,fetched_at_utc
2267431,2026-05-11,19:00:00,Tottenham Hotspur,Leeds United,,,not_started_or_result_unavailable,thesportsdb_lookupevent,2026-05-11T07:44:42.245087+00:00
