candidate_rows,selected_rows,calls_used,max_calls,max_discovery_calls,events_discovery_rows,search_fallback_used,search_queries_used,multi_odds_attempted,raw_price_rows_before_quality_filter,accepted_price_rows_after_quality_filter,rejected_price_rows_after_quality_filter,latest_rate_limit_remaining,recommendation
34893,81,6,14,13,475,True,"Panadura SC, Baduraliya CC",True,58,44,14,59,Prefer bookmaker-filtered events scan; disable broad search fallback when rate-limit remaining is low or when it mostly produces unrelated events.
